Reagents,Reactant InChI,Product InChI,
SOCl2,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","InChI=1S/C3H7Cl/c1-2-3-4/h2-3H2,1H3","SOCl2%InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)%InChI=1S/C3H7Cl/c1-2-3-4/h2-3H2,1H3"
SOCl2,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)","InChI=1S/C4H7ClO/c1-2-3-4(5)6/h2-3H2,1H3","SOCl2%InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)%InChI=1S/C4H7ClO/c1-2-3-4(5)6/h2-3H2,1H3"
SOCl2,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)","InChI=1S/C5H9ClO/c1-2-3-4-5(6)7/h2-4H2,1H3","SOCl2%InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)%InChI=1S/C5H9ClO/c1-2-3-4-5(6)7/h2-4H2,1H3"
SOCl2,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)","InChI=1S/C6H11ClO/c1-2-3-4-5-6(7)8/h2-5H2,1H3","SOCl2%InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)%InChI=1S/C6H11ClO/c1-2-3-4-5-6(7)8/h2-5H2,1H3"
SOCl2,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)","InChI=1S/C7H13ClO/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3","SOCl2%InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)%InChI=1S/C7H13ClO/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3"
SOCl2,"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)","InChI=1S/C8H15ClO/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3","SOCl2%InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)%InChI=1S/C8H15ClO/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3"
SOCl2,"InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)","InChI=1S/C9H17ClO/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3","SOCl2%InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)%InChI=1S/C9H17ClO/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3"
SOCl2,"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)","InChI=1S/C10H19ClO/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3","SOCl2%InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)%InChI=1S/C10H19ClO/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3"
NH3,InChI=1S/C2H3ClO/c1-2(3)4/h1H3,"InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)","NH3%InChI=1S/C2H3ClO/c1-2(3)4/h1H3%InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)"
NH3,"InChI=1S/C3H7Cl/c1-2-3-4/h2-3H2,1H3","InChI=1S/C3H7NO/c1-2-3(4)5/h2H2,1H3,(H2,4,5)","NH3%InChI=1S/C3H7Cl/c1-2-3-4/h2-3H2,1H3%InChI=1S/C3H7NO/c1-2-3(4)5/h2H2,1H3,(H2,4,5)"
NH3,"InChI=1S/C4H7ClO/c1-2-3-4(5)6/h2-3H2,1H3","InChI=1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)","NH3%InChI=1S/C4H7ClO/c1-2-3-4(5)6/h2-3H2,1H3%InChI=1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)"
NH3,"InChI=1S/C5H9ClO/c1-2-3-4-5(6)7/h2-4H2,1H3","InChI=1S/C5H11NO/c1-2-3-4-5(6)7/h2-4H2,1H3,(H2,6,7)","NH3%InChI=1S/C5H9ClO/c1-2-3-4-5(6)7/h2-4H2,1H3%InChI=1S/C5H11NO/c1-2-3-4-5(6)7/h2-4H2,1H3,(H2,6,7)"
NH3,"InChI=1S/C6H11ClO/c1-2-3-4-5-6(7)8/h2-5H2,1H3","InChI=1S/C6H13NO/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H2,7,8)","NH3%InChI=1S/C6H11ClO/c1-2-3-4-5-6(7)8/h2-5H2,1H3%InChI=1S/C6H13NO/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H2,7,8)"
NH3,"InChI=1S/C7H13ClO/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3","InChI=1S/C7H15NO/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H2,8,9)","NH3%InChI=1S/C7H13ClO/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3%InChI=1S/C7H15NO/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H2,8,9)"
NH3,"InChI=1S/C8H15ClO/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3","InChI=1S/C8H17NO/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H2,9,10)","NH3%InChI=1S/C8H15ClO/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3%InChI=1S/C8H17NO/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H2,9,10)"
NH3,"InChI=1S/C9H17ClO/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3","InChI=1S/C9H19NO/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H2,10,11)","NH3%InChI=1S/C9H17ClO/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3%InChI=1S/C9H19NO/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H2,10,11)"
NH3,"InChI=1S/C10H19ClO/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3","InChI=1S/C10H21NO/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H2,11,12)","NH3%InChI=1S/C10H19ClO/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3%InChI=1S/C10H21NO/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H2,11,12)"
LiAlH4 | H3O+,"InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)","InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3","LiAlH4 | H3O+%InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)%InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C3H7NO/c1-2-3(4)5/h2H2,1H3,(H2,4,5)","InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3","LiAlH4 | H3O+%InChI=1S/C3H7NO/c1-2-3(4)5/h2H2,1H3,(H2,4,5)%InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)","InChI=1/C4H11N/c1-2-3-4-5/h2-5H2,1H3","LiAlH4 | H3O+%InChI=1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)%InChI=1/C4H11N/c1-2-3-4-5/h2-5H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C5H11NO/c1-2-3-4-5(6)7/h2-4H2,1H3,(H2,6,7)","InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3","LiAlH4 | H3O+%InChI=1S/C5H11NO/c1-2-3-4-5(6)7/h2-4H2,1H3,(H2,6,7)%InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C6H13NO/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H2,7,8)","InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3","LiAlH4 | H3O+%InChI=1S/C6H13NO/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H2,7,8)%InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C7H15NO/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H2,8,9)","InChI=1S/C7H17N/c1-2-3-4-5-6-7-8/h2-8H2,1H3","LiAlH4 | H3O+%InChI=1S/C7H15NO/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H2,8,9)%InChI=1S/C7H17N/c1-2-3-4-5-6-7-8/h2-8H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C8H17NO/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H2,9,10)","InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3","LiAlH4 | H3O+%InChI=1S/C8H17NO/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H2,9,10)%InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C9H19NO/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H2,10,11)","InChI=1S/C9H21N/c1-2-3-4-5-6-7-8-9-10/h2-10H2,1H3","LiAlH4 | H3O+%InChI=1S/C9H19NO/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H2,10,11)%InChI=1S/C9H21N/c1-2-3-4-5-6-7-8-9-10/h2-10H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C10H21NO/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H2,11,12)","InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3","LiAlH4 | H3O+%InChI=1S/C10H21NO/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H2,11,12)%InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3"
LiAlH4 | H3O+,InChI=1S/C2H3N/c1-2-3/h1H3,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3","LiAlH4 | H3O+%InChI=1S/C2H3N/c1-2-3/h1H3%InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3","InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3","LiAlH4 | H3O+%InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3%InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1/C4H11N/c1-2-3-4-5/h2-5H2,1H3","LiAlH4 | H3O+%InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3%InChI=1/C4H11N/c1-2-3-4-5/h2-5H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C5H9N/c1-2-3-4-5-6/h2-4H2,1H3","InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3","LiAlH4 | H3O+%InChI=1S/C5H9N/c1-2-3-4-5-6/h2-4H2,1H3%InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C6H11N/c1-2-3-4-5-6-7/h2-5H2,1H3","InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3","LiAlH4 | H3O+%InChI=1S/C6H11N/c1-2-3-4-5-6-7/h2-5H2,1H3%InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C7H13N/c1-2-3-4-5-6-7-8/h2-6H2,1H3","InChI=1S/C7H17N/c1-2-3-4-5-6-7-8/h2-8H2,1H3","LiAlH4 | H3O+%InChI=1S/C7H13N/c1-2-3-4-5-6-7-8/h2-6H2,1H3%InChI=1S/C7H17N/c1-2-3-4-5-6-7-8/h2-8H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C8H15N/c1-2-3-4-5-6-7-8-9/h2-7H2,1H3","InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3","LiAlH4 | H3O+%InChI=1S/C8H15N/c1-2-3-4-5-6-7-8-9/h2-7H2,1H3%InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C9H17N/c1-2-3-4-5-6-7-8-9-10/h2-8H2,1H3","InChI=1S/C9H21N/c1-2-3-4-5-6-7-8-9-10/h2-10H2,1H3","LiAlH4 | H3O+%InChI=1S/C9H17N/c1-2-3-4-5-6-7-8-9-10/h2-8H2,1H3%InChI=1S/C9H21N/c1-2-3-4-5-6-7-8-9-10/h2-10H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C10H19N/c1-2-3-4-5-6-7-8-9-10-11/h2-9H2,1H3","InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3","LiAlH4 | H3O+%InChI=1S/C10H19N/c1-2-3-4-5-6-7-8-9-10-11/h2-9H2,1H3%InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3"
CH3COCl,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3","InChI=1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)","CH3COCl%InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3%InChI=1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)"
CH3COCl,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3","InChI=1S/C5H11NO/c1-3-4-6-5(2)7/h3-4H2,1-2H3,(H,6,7)","CH3COCl%InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3%InChI=1S/C5H11NO/c1-3-4-6-5(2)7/h3-4H2,1-2H3,(H,6,7)"
CH3COCl,"InChI=1/C4H11N/c1-2-3-4-5/h2-5H2,1H3","InChI=1S/C6H13NO/c1-3-4-5-7-6(2)8/h3-5H2,1-2H3,(H,7,8)","CH3COCl%InChI=1/C4H11N/c1-2-3-4-5/h2-5H2,1H3%InChI=1S/C6H13NO/c1-3-4-5-7-6(2)8/h3-5H2,1-2H3,(H,7,8)"
CH3COCl,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3","InChI=1S/C7H15NO/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H2,8,9)","CH3COCl%InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3%InChI=1S/C7H15NO/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H2,8,9)"
CH3COCl,"InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3","InChI=1S/C8H17NO/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H2,9,10)","CH3COCl%InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3%InChI=1S/C8H17NO/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H2,9,10)"
CH3COCl,"InChI=1S/C7H17N/c1-2-3-4-5-6-7-8/h2-8H2,1H3","InChI=1S/C9H19NO/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H2,10,11)","CH3COCl%InChI=1S/C7H17N/c1-2-3-4-5-6-7-8/h2-8H2,1H3%InChI=1S/C9H19NO/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H2,10,11)"
CH3COCl,"InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3","InChI=1S/C10H21NO/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H2,11,12)","CH3COCl%InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3%InChI=1S/C10H21NO/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H2,11,12)"
CH3COCl,"InChI=1S/C9H21N/c1-2-3-4-5-6-7-8-9-10/h2-10H2,1H3","InChI=1S/C11H23NO/c1-2-3-4-5-6-7-8-9-10-11(12)13/h2-10H2,1H3,(H2,12,13)","CH3COCl%InChI=1S/C9H21N/c1-2-3-4-5-6-7-8-9-10/h2-10H2,1H3%InChI=1S/C11H23NO/c1-2-3-4-5-6-7-8-9-10-11(12)13/h2-10H2,1H3,(H2,12,13)"
CH3COCl,"InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3","InChI=1S/C12H25NO/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H2,13,14)","CH3COCl%InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3%InChI=1S/C12H25NO/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H2,13,14)"
CH3CHO | lose H2O,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3","InChI=1S/C4H9N/c1-3-5-4-2/h3H,4H2,1-2H3/b5-3+","CH3CHO | lose H2O%InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3%InChI=1S/C4H9N/c1-3-5-4-2/h3H,4H2,1-2H3/b5-3+"
CH3CHO | lose H2O,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3","InChI=1S/C5H11N/c1-3-5-6-4-2/h4H,3,5H2,1-2H3/b6-4+","CH3CHO | lose H2O%InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3%InChI=1S/C5H11N/c1-3-5-6-4-2/h4H,3,5H2,1-2H3/b6-4+"
CH3CHO | lose H2O,"InChI=1/C4H11N/c1-2-3-4-5/h2-5H2,1H3","InChI=1S/C6H13N/c1-3-5-6-7-4-2/h4H,3,5-6H2,1-2H3/b7-4+","CH3CHO | lose H2O%InChI=1/C4H11N/c1-2-3-4-5/h2-5H2,1H3%InChI=1S/C6H13N/c1-3-5-6-7-4-2/h4H,3,5-6H2,1-2H3/b7-4+"
CH3CHO | lose H2O,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3","InChI=1S/C7H15N/c1-3-5-6-7-8-4-2/h4H,3,5-7H2,1-2H3/b8-4+","CH3CHO | lose H2O%InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3%InChI=1S/C7H15N/c1-3-5-6-7-8-4-2/h4H,3,5-7H2,1-2H3/b8-4+"
CH3CHO | lose H2O,"InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3","InChI=1S/C8H17N/c1-3-5-6-7-8-9-4-2/h4H,3,5-8H2,1-2H3/b9-4+","CH3CHO | lose H2O%InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3%InChI=1S/C8H17N/c1-3-5-6-7-8-9-4-2/h4H,3,5-8H2,1-2H3/b9-4+"
CH3CHO | lose H2O,"InChI=1S/C7H17N/c1-2-3-4-5-6-7-8/h2-8H2,1H3","InChI=1S/C9H19N/c1-3-5-6-7-8-9-10-4-2/h4H,3,5-9H2,1-2H3/b10-4+","CH3CHO | lose H2O%InChI=1S/C7H17N/c1-2-3-4-5-6-7-8/h2-8H2,1H3%InChI=1S/C9H19N/c1-3-5-6-7-8-9-10-4-2/h4H,3,5-9H2,1-2H3/b10-4+"
CH3CHO | lose H2O,"InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3","InChI=1S/C10H21N/c1-3-5-6-7-8-9-10-11-4-2/h4H,3,5-10H2,1-2H3/b11-4+","CH3CHO | lose H2O%InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3%InChI=1S/C10H21N/c1-3-5-6-7-8-9-10-11-4-2/h4H,3,5-10H2,1-2H3/b11-4+"
CH3CHO | lose H2O,"InChI=1S/C9H21N/c1-2-3-4-5-6-7-8-9-10/h2-10H2,1H3","InChI=1S/C11H23N/c1-3-5-6-7-8-9-10-11-12-4-2/h4H,3,5-11H2,1-2H3/b12-4+","CH3CHO | lose H2O%InChI=1S/C9H21N/c1-2-3-4-5-6-7-8-9-10/h2-10H2,1H3%InChI=1S/C11H23N/c1-3-5-6-7-8-9-10-11-12-4-2/h4H,3,5-11H2,1-2H3/b12-4+"
CH3CHO | lose H2O,"InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3","InChI=1S/C12H25N/c1-3-5-6-7-8-9-10-11-12-13-4-2/h4H,3,5-12H2,1-2H3/b13-4+","CH3CHO | lose H2O%InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3%InChI=1S/C12H25N/c1-3-5-6-7-8-9-10-11-12-13-4-2/h4H,3,5-12H2,1-2H3/b13-4+"
CH3CHO | NaBH3CN ph4,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3","InChI=1S/C4H11N/c1-3-4(2)5/h4H,3,5H2,1-2H3","CH3CHO | NaBH3CN ph4%InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3%InChI=1S/C4H11N/c1-3-4(2)5/h4H,3,5H2,1-2H3"
CH3CHO | NaBH3CN ph4,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3","InChI=1S/C5H13N/c1-3-5(6)4-2/h5H,3-4,6H2,1-2H3","CH3CHO | NaBH3CN ph4%InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3%InChI=1S/C5H13N/c1-3-5(6)4-2/h5H,3-4,6H2,1-2H3"
CH3CHO | NaBH3CN ph4,"InChI=1/C4H11N/c1-2-3-4-5/h2-5H2,1H3","InChI=1S/C6H15N/c1-3-5-6(7)4-2/h6H,3-5,7H2,1-2H3","CH3CHO | NaBH3CN ph4%InChI=1/C4H11N/c1-2-3-4-5/h2-5H2,1H3%InChI=1S/C6H15N/c1-3-5-6(7)4-2/h6H,3-5,7H2,1-2H3"
CH3CHO | NaBH3CN ph4,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3","InChI=1S/C7H17N/c1-3-5-6-7(8)4-2/h7H,3-6,8H2,1-2H3","CH3CHO | NaBH3CN ph4%InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3%InChI=1S/C7H17N/c1-3-5-6-7(8)4-2/h7H,3-6,8H2,1-2H3"
CH3CHO | NaBH3CN ph4,"InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3","InChI=1S/C8H19N/c1-3-5-6-7-8(9)4-2/h8H,3-7,9H2,1-2H3","CH3CHO | NaBH3CN ph4%InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3%InChI=1S/C8H19N/c1-3-5-6-7-8(9)4-2/h8H,3-7,9H2,1-2H3"
CH3CHO | NaBH3CN ph4,"InChI=1S/C7H17N/c1-2-3-4-5-6-7-8/h2-8H2,1H3","InChI=1S/C9H21N/c1-3-5-6-7-8-9(10)4-2/h9H,3-8,10H2,1-2H3","CH3CHO | NaBH3CN ph4%InChI=1S/C7H17N/c1-2-3-4-5-6-7-8/h2-8H2,1H3%InChI=1S/C9H21N/c1-3-5-6-7-8-9(10)4-2/h9H,3-8,10H2,1-2H3"
CH3CHO | NaBH3CN ph4,"InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3","InChI=1S/C10H23N/c1-3-5-6-7-8-9-10(11)4-2/h10H,3-9,11H2,1-2H3","CH3CHO | NaBH3CN ph4%InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3%InChI=1S/C10H23N/c1-3-5-6-7-8-9-10(11)4-2/h10H,3-9,11H2,1-2H3"
CH3CHO | NaBH3CN ph4,"InChI=1S/C9H21N/c1-2-3-4-5-6-7-8-9-10/h2-10H2,1H3","InChI=1S/C11H25N/c1-3-5-6-7-8-9-10-11(12)4-2/h11H,3-10,12H2,1-2H3","CH3CHO | NaBH3CN ph4%InChI=1S/C9H21N/c1-2-3-4-5-6-7-8-9-10/h2-10H2,1H3%InChI=1S/C11H25N/c1-3-5-6-7-8-9-10-11(12)4-2/h11H,3-10,12H2,1-2H3"
CH3CHO | NaBH3CN ph4,"InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3","InChI=1S/C12H27N/c1-3-5-6-7-8-9-10-11-12(13)4-2/h12H,3-11,13H2,1-2H3","CH3CHO | NaBH3CN ph4%InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3%InChI=1S/C12H27N/c1-3-5-6-7-8-9-10-11-12(13)4-2/h12H,3-11,13H2,1-2H3"
CH3MgCl | H3O+,InChI=1S/C2H3N/c1-2-3/h1H3,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,CH3MgCl | H3O+%InChI=1S/C2H3N/c1-2-3/h1H3%InChI=1S/C3H6O/c1-3(2)4/h1-2H3
CH3MgCl | H3O+,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3","CH3MgCl | H3O+%InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3%InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3"
CH3MgCl | H3O+,"InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3","CH3MgCl | H3O+%InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3%InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3"
CH3MgCl | H3O+,"InChI=1S/C5H9N/c1-2-3-4-5-6/h2-4H2,1H3","InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3","CH3MgCl | H3O+%InChI=1S/C5H9N/c1-2-3-4-5-6/h2-4H2,1H3%InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3"
CH3MgCl | H3O+,"InChI=1S/C6H11N/c1-2-3-4-5-6-7/h2-5H2,1H3","InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3","CH3MgCl | H3O+%InChI=1S/C6H11N/c1-2-3-4-5-6-7/h2-5H2,1H3%InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3"
CH3MgCl | H3O+,"InChI=1S/C7H13N/c1-2-3-4-5-6-7-8/h2-6H2,1H3","InChI=1S/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3","CH3MgCl | H3O+%InChI=1S/C7H13N/c1-2-3-4-5-6-7-8/h2-6H2,1H3%InChI=1S/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3"
CH3MgCl | H3O+,"InChI=1S/C8H15N/c1-2-3-4-5-6-7-8-9/h2-7H2,1H3","InChI=1S/C9H18O/c1-3-4-5-6-7-8-9(2)10/h3-8H2,1-2H3","CH3MgCl | H3O+%InChI=1S/C8H15N/c1-2-3-4-5-6-7-8-9/h2-7H2,1H3%InChI=1S/C9H18O/c1-3-4-5-6-7-8-9(2)10/h3-8H2,1-2H3"
